Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
157,Kevin Dyson,TEN,WR,27,11,11,0,0,0,0,0,2,-4,-2.00,0,69,41,460,11.22,4,1,1,4,,,68,108.6,112.6,88.1,,66,,DysoKe00
158,James McKnight,MIA,WR,30,15,9,0,0,0,0,0,7,58,8.29,0,47,29,528,18.21,2,2,2,2,,,67,95.6,100.6,81.1,,67,,McKnJa00
159,Bobby Engram,SEA,WR,29,15,6,0,0,0,0,0,0,0,,0,72,50,619,12.38,0,2,1,1,,,66,115.9,119.9,90.9,,69,,EngrBo00
160,Chad Hutchinson,DAL,QB,25,9,9,127,250,1555,7,8,18,74,4.11,0,0,0,0,,0,12,8,0,,,66,65.6,84.6,73.6,,36,,HutcCh00
161,Joe Jurevicius,TAM,WR,28,15,3,0,0,0,0,0,0,0,,0,52,37,423,11.43,4,1,,4,,,66,103.3,106.3,84.8,,68,,JureJo00
162,Dee Brown,CAR,RB,24,14,3,0,1,0,0,1,102,360,3.53,4,33,17,86,5.06,1,4,4,5,,,65,81.6,89.6,74.1,,46,,BrowDe02
163,Bobby Shaw,JAX,WR,27,16,10,0,0,0,0,0,0,0,,0,74,44,525,11.93,1,1,,2,,,65,108.5,111.5,86.5,,70,,ShawBo00
164,Ron Dayne,NYG,RB,24,16,1,0,0,0,0,0,125,428,3.42,3,12,11,49,4.45,0,1,1,3,,,64,74.7,78.7,69.2,,47,,DaynRo00
165,Qadry Ismail,IND,WR,32,14,14,0,0,0,0,0,0,0,,0,84,44,462,10.50,3,0,,3,,,64,108.2,111.2,86.2,,71,,IsmaQa00
166,Dorsey Levens,PHI,RB,32,16,0,0,2,0,0,0,75,411,5.48,1,28,19,124,6.53,1,1,1,2,,,64,82.5,89.5,73.0,,48,,LeveDo00
167,Ernie Conwell,STL,TE,30,16,11,0,0,0,0,0,6,30,5.00,1,48,34,419,12.32,2,0,,3,,,63,96.9,99.9,79.9,,12,,ConwEr00
168,Lamar Gordon,STL,RB,22,13,5,0,0,0,0,0,65,228,3.51,1,38,30,278,9.27,2,4,3,3,,,63,92.6,101.6,77.6,,49,,GordLa00
169,Itula Mili,SEA,TE,29,16,12,0,0,0,0,0,0,0,,0,64,43,508,11.81,2,1,,2,,,63,105.8,108.8,84.3,,13,,MiliIt00
170,LaMont Jordan,NYJ,RB,24,14,0,0,0,0,0,0,84,316,3.76,3,23,17,160,9.41,0,4,2,3,,,62,78.6,86.6,70.1,,50,,JordLa00
171,Ray Lucas,MIA,QB,30,7,6,92,160,1045,4,6,36,126,3.50,2,0,0,0,,0,8,4,2,,,62,62.4,78.4,68.4,,37,,LucaRa00
172,Deion Branch,NWE,WR,23,13,7,0,0,0,0,0,2,0,0.00,0,68,43,489,11.37,2,1,,2,,,61,103.9,106.9,82.4,,72,,BranDe00
173,Josh Reed,BUF,WR,22,16,2,0,0,0,0,0,0,0,,0,59,37,509,13.76,2,1,1,2,,,61,97.9,101.9,79.4,,73,,ReedJo01
174,Tyrone Wheatley,OAK,RB,30,14,0,0,0,0,0,0,108,419,3.88,2,20,12,71,5.92,0,1,,2,,,61,73.0,76.0,67.0,,51,,WheaTy00
175,Drew Bennett,TEN,WR,24,16,7,0,0,0,0,0,0,0,,0,64,33,478,14.48,2,0,,2,,,60,92.8,95.8,76.3,,76,,BennDr00
176,David Boston,ARI,WR,24,8,8,0,0,0,0,0,2,29,14.50,0,75,32,512,16.00,1,0,,1,,,60,92.1,95.1,76.1,,74,,BostDa00
177,Zack Crockett,OAK,FB,30,16,0,0,0,0,0,0,40,118,2.95,8,0,0,0,,0,0,,8,,,60,59.8,62.8,59.8,,52,,CrocZa00
178,Jabar Gaffney,HOU,WR,22,16,14,1,1,39,1,0,0,0,,0,81,41,483,11.78,1,1,1,1,1,,60,100.9,104.9,80.4,,75,,GaffJa00
179,Chris Redman,BAL,QB,25,6,6,97,182,1034,7,3,10,8,0.80,0,0,0,0,,0,5,2,0,,,60,60.2,68.2,63.2,,38,,RedmCh00
180,Chad Lewis*,PHI,TE,31,16,16,0,0,0,0,0,0,0,,0,67,42,398,9.48,3,2,2,3,2,,58,99.8,104.8,78.8,,14,,LewiCh00
181,Johnnie Morton,KAN,WR,31,14,14,0,0,0,0,0,10,124,12.40,0,64,29,397,13.69,1,0,,1,,,58,87.1,93.1,72.6,,77,,MortJo00
182,Stephen Alexander,SDG,TE,27,14,14,0,0,0,0,0,0,0,,0,76,45,510,11.33,1,1,,1,,,57,102.0,105.0,79.5,,15,,AlexSt00
183,Trevor Gaylor,ATL,WR,25,13,2,0,0,0,0,0,0,0,,0,54,25,385,15.40,3,0,,3,,,57,81.5,84.5,69.0,,78,,GaylTr00
184,Anthony Becht,NYJ,TE,25,16,15,0,0,0,0,0,0,0,,0,44,28,243,8.68,5,0,,5,1,,56,84.3,87.3,70.3,,16,,BechAn00
185,Steve Beuerlein,DEN,QB,37,8,3,68,117,925,6,5,5,9,1.80,1,0,0,0,,0,4,1,1,,,56,55.9,64.9,60.9,,39,,BeueSt00
186,Larry Centers,BUF,FB,34,16,7,0,0,0,0,0,11,56,5.09,2,63,43,388,9.02,0,0,,2,,,56,99.4,102.4,77.9,,53,,CentLa00
187,Kelly Holcomb,CLE,QB,29,4,2,64,106,790,8,4,8,9,1.13,0,0,0,0,,0,1,1,0,,,55,54.5,62.5,58.5,,40,,HolcKe00
188,Frank Sanders,ARI,WR,29,12,12,0,0,0,0,0,3,2,0.67,0,58,34,400,11.76,2,0,,2,1,,54,88.2,91.2,71.2,,79,,SandFr00
189,A.J. Feeley,PHI,QB,25,6,5,86,154,1011,6,5,12,6,0.50,0,0,0,0,,0,2,1,0,,,53,53.0,62.0,58.0,,42,,FeelA.00
190,T.J. Houshmandzadeh,CIN,WR,25,16,5,0,0,0,0,0,0,0,,0,69,41,492,12.00,1,3,1,1,,,53,94.2,98.2,73.7,,80,,HousTJ00
191,Doug Jolley,OAK,TE,23,16,3,0,0,0,0,0,0,0,,0,37,32,409,12.78,2,0,,2,,,53,84.9,87.9,68.9,,17,,JollDo00
192,Jamie Martin,STL,QB,32,5,2,124,195,1216,7,10,5,6,1.20,0,0,0,0,,0,2,2,0,,,53,53.2,68.2,63.2,,41,,MartJa00
193,Ladell Betts,WAS,RB,23,11,0,0,0,0,0,0,65,307,4.72,1,17,12,154,12.83,0,2,,1,,,52,64.1,70.1,58.1,,54,,BettLa00
194,Aveion Cason,DET,RB,23,10,3,0,0,0,0,0,26,107,4.12,0,32,19,288,15.16,2,0,,2,,,52,70.5,76.5,61.0,,55,,CasoAv00
195,Trent Dilfer,SEA,QB,30,6,6,94,168,1182,4,6,10,27,2.70,0,0,0,0,,0,2,1,0,,,52,52.0,62.0,58.0,,43,,DilfTr00
196,Jake Reed,NOR,WR,35,14,2,0,0,0,0,0,0,0,,0,47,21,360,17.14,3,1,1,3,,,52,73.0,77.0,62.5,,81,,ReedJa00
197,Mikhael Ricks,DET,TE,28,14,12,0,0,0,0,0,0,0,,0,68,27,339,12.56,3,0,,3,,,52,78.9,81.9,65.4,,18,,RickMi00
198,Ike Hilliard,NYG,WR,26,7,7,0,0,0,0,0,1,7,7.00,0,47,27,386,14.30,2,0,,2,,,51,78.3,81.3,64.8,,82,,HillIk00
199,Brandon Stokley,BAL,WR,26,8,5,0,0,0,0,0,6,31,5.17,0,52,24,357,14.88,2,1,1,2,,,49,72.8,76.8,60.8,,83,,StokBr00
200,Ron Dixon,NYG,WR,26,10,3,0,0,0,0,0,0,0,,0,36,22,377,17.14,2,1,1,2,,,48,69.7,73.7,58.7,,84,,DixoRo00
201,Leon Johnson,CHI,RB,28,16,4,1,1,27,0,0,103,329,3.19,1,27,16,125,7.81,0,3,2,1,,,48,64.5,72.5,56.5,,56,,JohnLe00
202,Cory Schlesinger,DET,FB,30,16,14,0,0,0,0,0,49,139,2.84,2,54,35,263,7.51,0,2,2,2,,,48,83.2,91.2,65.7,,57,,SchlCo00
203,Wesley Walls,CAR,TE,36,15,14,0,0,0,0,0,0,0,,0,36,19,241,12.68,4,0,,4,,,48,67.1,70.1,57.6,,19,,WallWe00
204,Robert Ferguson,GNB,WR,23,16,1,0,0,0,0,0,0,0,,0,52,22,293,13.32,3,0,,3,,,47,69.3,72.3,58.3,,85,,FergRo00
205,Jim Kleinsasser,MIN,TE,25,14,12,0,0,0,0,0,6,17,2.83,0,50,37,393,10.62,1,0,,1,,,47,84.0,87.0,65.5,,20,,KleiJi00
206,Kevin Lockett,2TM,WR,28,13,4,1,1,14,1,0,0,0,,0,42,16,205,12.81,4,1,1,4,,,47,63.1,67.1,55.1,,86,,LockKe00
207,Chris Chandler,CHI,QB,37,9,7,103,161,1023,4,4,10,32,3.20,0,0,0,0,,0,3,3,0,,,46,46.1,56.1,50.1,,44,,ChanCh00
208,Troy Hambrick,DAL,RB,26,16,0,0,0,0,0,0,79,317,4.01,1,24,21,99,4.71,0,2,1,1,,,46,66.6,70.6,56.1,,58,,HambTr00
209,Bob Christian,ATL,FB,34,15,10,0,0,0,0,0,31,119,3.84,3,24,13,174,13.38,0,1,1,3,,,45,58.3,65.3,51.8,,59,,ChriBo00
210,Ken Dilger,TAM,TE,31,16,15,0,0,0,0,0,0,0,,0,48,34,329,9.68,2,1,,2,,,45,78.9,81.9,61.9,,22,,DilgKe00
211,Tony Fisher,GNB,RB,23,15,1,0,0,0,0,0,70,283,4.04,2,22,18,70,3.89,0,2,1,2,,,45,63.3,67.3,54.3,,60,,FishTo00
212,Shawn Jefferson,ATL,WR,33,13,7,0,0,0,0,0,0,0,,0,49,27,394,14.59,1,0,,1,,,45,72.4,75.4,58.9,,87,,JeffSh00
213,Kurt Warner,STL,QB,31,7,6,144,220,1431,3,11,8,33,4.13,0,0,0,0,,0,8,3,0,,,45,44.5,61.5,55.5,,45,,WarnKu00
214,Frank Wycheck,TEN,TE,31,15,15,1,2,13,0,0,0,0,,0,66,40,346,8.65,2,1,1,2,,,45,85.1,89.1,65.1,,21,,WychFr00
215,William Henderson,GNB,FB,31,15,12,0,0,0,0,0,7,27,3.86,1,32,26,168,6.46,3,0,,4,,,44,69.5,72.5,56.5,,61,,HendWi00
216,Justin McCareins,TEN,WR,24,16,1,0,0,0,0,0,2,18,9.00,0,48,19,301,15.84,2,0,,2,,,44,62.9,65.9,53.4,,88,,McCaJu00
217,Jerramy Stevens,SEA,TE,23,12,1,0,0,0,0,0,0,0,,0,42,26,252,9.69,3,1,,3,,,43,69.2,72.2,56.2,,23,,StevJe00
218,Ron Dugans,CIN,WR,25,16,5,0,0,0,0,0,0,0,,0,73,47,421,8.96,0,0,,0,,,42,89.1,92.1,65.6,,91,,DugaRo00
219,Brad Hoover,CAR,FB,26,16,10,0,0,0,0,0,31,129,4.16,0,30,17,187,11.00,2,1,1,2,,,42,58.6,65.6,50.1,,62,,HoovBr00
220,Freddie Jones,ARI,TE,28,16,16,0,0,0,0,0,0,0,,0,81,44,358,8.14,1,0,,1,,,42,85.8,88.8,63.8,,24,,JoneFr00
221,Jason McAddley,ARI,WR,23,9,8,0,0,0,0,0,0,0,,0,69,25,362,14.48,1,0,,1,,,42,67.2,70.2,54.7,,90,,McAdJa00
222,Marcus Robinson,CHI,WR,27,16,2,0,0,0,0,0,0,0,,0,52,21,244,11.62,3,0,,3,,,42,63.4,66.4,52.9,,89,,RobiMa00
223,John Simon,TEN,RB,24,12,0,0,0,0,0,0,9,18,2.00,1,17,16,167,10.44,3,1,1,4,,,41,56.5,60.5,48.5,,63,,SimoJo00
224,Rob Konrad,MIA,FB,26,16,12,0,0,0,0,0,3,2,0.67,0,45,34,233,6.85,3,2,1,3,,,40,73.5,77.5,56.5,,64,,KonrRo00
225,Byron Chamberlain,MIN,TE,31,13,9,0,0,0,0,0,0,0,,0,50,34,389,11.44,0,0,,0,,,39,72.9,75.9,55.9,,25,,ChamBy00
226,Tony Richardson,KAN,FB,31,14,12,0,0,0,0,0,22,81,3.68,2,23,18,125,6.94,1,1,,3,,,39,56.6,59.6,47.6,,65,,RichTo00
227,J.J. Stokes,SFO,WR,30,13,8,0,0,0,0,0,0,0,,0,55,32,332,10.38,1,0,,1,,,39,71.2,74.2,55.2,,92,,StokJ.00
228,Scotty Anderson,DET,WR,23,16,4,0,0,0,0,0,0,0,,0,56,25,322,12.88,1,1,,1,,,38,63.2,66.2,50.7,,93,,AndeSc00
229,MarTay Jenkins,ARI,WR,27,8,1,0,0,0,0,0,3,6,2.00,0,43,21,250,11.90,1,0,,2,,,38,58.6,61.6,48.1,,95,,JenkMa00
230,Kevin Kasper,3TM,WR,25,13,4,0,0,0,0,0,3,19,6.33,0,24,15,180,12.00,3,1,,3,,,38,52.9,55.9,45.4,,94,,KaspKe00
231,Reche Caldwell,SDG,WR,23,16,2,1,1,20,0,0,2,9,4.50,0,43,22,208,9.45,3,3,3,3,1,,37,58.5,64.5,47.5,,98,,CaldRe00
232,Kelly Campbell,MIN,WR,22,6,2,0,0,0,0,0,1,11,11.00,0,32,13,176,13.54,3,1,,3,,,37,49.7,52.7,43.2,,97,,CampKe00
233,John Davis,CHI,TE,29,10,8,0,0,0,0,0,0,0,,0,33,20,193,9.65,3,0,,3,,,37,57.3,60.3,47.3,,26,,DaviJo00
234,Rickey Dudley,TAM,TE,30,14,3,0,0,0,0,0,0,0,,0,26,16,192,12.00,3,0,,3,,,37,53.2,56.2,45.2,,27,,DudlRi00
235,Darnerien McCants,WAS,WR,26,9,1,0,0,0,0,0,1,9,9.00,0,41,21,256,12.19,2,1,1,2,,,37,57.5,61.5,47.0,,99,,McCaDa00
236,Pete Mitchell,JAX,TE,31,16,11,0,0,0,0,0,0,0,,0,36,25,246,9.84,2,0,,2,,,37,61.6,64.6,49.1,,28,,MitcPe00
237,Chester Taylor,BAL,RB,23,15,2,0,0,0,0,0,33,122,3.70,0,22,14,129,9.21,2,1,1,2,1,,37,51.1,58.1,44.1,,67,,TaylCh01
238,Javon Walker,GNB,WR,24,15,2,0,0,0,0,0,1,11,11.00,0,50,23,319,13.87,1,1,1,1,,,37,60.0,64.0,48.5,,96,,WalkJa00
239,Michael Wiley,DAL,RB,24,16,1,0,0,0,0,0,22,168,7.64,1,29,13,144,11.08,0,0,,1,,,37,50.2,56.2,43.7,,66,,WileMi00
240,Mark Campbell,CLE,TE,27,16,16,0,0,0,0,0,0,0,,0,46,25,179,7.16,3,0,,3,,,36,60.9,63.9,48.4,,29,,CampMa00
241,Olandis Gary,DEN,RB,27,13,2,0,0,0,0,0,37,147,3.97,1,20,18,148,8.22,0,0,,1,,,36,53.5,59.5,44.5,,68,,GaryOl00
242,Robert Edwards,MIA,RB,28,12,0,0,0,0,0,0,20,107,5.35,1,23,18,126,7.00,1,0,,2,,,35,53.3,59.3,44.3,,69,,EdwaRo00
243,Tony McGee,DAL,TE,31,16,16,0,0,0,0,0,0,0,,0,30,23,294,12.78,1,0,,1,,,35,58.4,61.4,46.9,,30,,McGeTo00
244,Jay Riemersma,BUF,TE,29,16,15,0,0,0,0,0,0,0,,0,48,32,350,10.94,0,0,,0,,,35,67.0,70.0,51.0,,31,,RiemJa00
245,Richie Anderson,NYJ,FB,31,16,14,0,1,0,0,0,5,27,5.40,0,56,45,257,5.71,1,0,,1,,,34,79.4,82.4,56.9,,70,,AndeRi00
246,Terance Mathis,PIT,WR,35,16,0,0,0,0,0,0,0,0,,0,40,23,218,9.48,2,0,,2,,,34,56.8,59.8,45.3,,100,,MathTe00
247,Danny Wuerffel,WAS,QB,28,7,4,58,92,719,3,6,10,76,7.60,0,0,0,0,,0,2,1,0,,,34,34.4,44.4,40.4,,46,,WuerDa00
248,Chris Doering,WAS,WR,29,15,3,0,1,0,0,0,0,0,,0,42,18,192,10.67,2,1,,2,1,,33,51.2,54.2,42.2,,101,,DoerCh00
249,David Garrard,JAX,QB,24,4,1,23,46,231,1,2,25,139,5.56,2,0,0,0,,0,1,1,2,,,33,33.1,39.1,35.1,,47,,GarrDa00
250,Eric Parker,SDG,WR,23,9,2,0,0,0,0,0,0,0,,0,30,17,268,15.76,1,0,,1,,,33,49.8,52.8,41.3,,102,,ParkEr00
251,Matt Schobel,CIN,TE,24,16,10,0,0,0,0,0,0,0,,0,36,27,212,7.85,2,0,,2,,,33,60.2,63.2,46.7,,32,,SchoMa00
252,Mack Strong,SEA,FB,31,16,12,0,0,0,0,0,23,94,4.09,0,32,22,120,5.45,2,0,,2,,,33,55.4,58.4,44.4,,71,,StroMa00
253,Eric Johnson,SFO,TE,23,12,10,0,0,0,0,0,0,0,,0,65,36,321,8.92,0,0,,0,,,32,68.1,71.1,50.1,,33,,JohnEr00
254,Michael Lewis*+,NOR,WR,31,16,0,0,0,0,0,0,1,15,15.00,0,19,8,200,25.00,0,6,4,3,,,32,39.5,46.5,35.5,,103,,LewiMi00
255,Joel Makovicka,ARI,FB,27,12,1,0,0,0,0,0,5,54,10.80,0,19,15,81,5.40,3,0,,3,,,32,46.5,46.5,39.0,,72,,MakoJo00
256,Robert Holcombe,TEN,FB,27,8,0,0,0,0,0,0,47,242,5.15,0,11,10,91,9.10,0,1,1,0,,,31,41.3,45.3,36.3,,73,,HolcRo00
257,Terry Kirby,OAK,RB,32,6,0,0,1,0,0,0,16,51,3.19,0,22,17,115,6.76,1,2,2,3,,,31,47.6,52.6,39.1,,74,,KirbTe00
258,Quentin McCord,ATL,WR,24,9,0,0,0,0,0,0,0,0,,0,20,11,253,23.00,1,0,,1,,,31,42.3,45.3,36.8,,104,,McCoQu00
259,David Terrell,CHI,WR,23,5,1,0,0,0,0,0,0,0,,0,10,9,127,14.11,3,0,,3,,,31,39.7,42.7,35.2,,105,,TerrDa00
260,Brandon Bennett,CIN,RB,29,12,0,0,0,0,0,0,33,155,4.70,0,25,18,109,6.06,0,2,1,1,,,30,48.4,55.4,39.4,,75,,BennBr00
261,Willie Jackson,2TM,WR,31,12,2,0,0,0,0,0,0,0,,0,53,25,257,10.28,1,2,1,1,,,30,54.7,58.7,42.2,,107,,JackWi00
262,Patrick Johnson,JAX,WR,26,9,6,0,0,0,0,0,1,-9,-9.00,0,24,9,187,20.78,2,0,,2,,,30,38.8,41.8,34.3,,106,,JohnPa00
263,Travis Minor,MIA,RB,23,16,0,0,0,0,0,0,44,180,4.09,2,0,0,0,,0,0,,2,,,30,30.0,33.0,30.0,,76,,MinoTr00
264,Alan Ricard,BAL,FB,25,16,8,0,0,0,0,0,14,58,4.14,2,14,10,60,6.00,0,0,,3,,,30,39.8,39.8,34.8,,77,,RicaAl00
265,Fred Beasley,SFO,FB,28,16,14,0,0,0,0,0,26,75,2.88,0,32,22,152,6.91,1,0,,1,,,29,50.7,53.7,39.7,,80,,BeasFr00
266,JaJuan Dawson,HOU,WR,25,14,2,0,0,0,0,0,0,0,,0,39,21,286,13.62,0,1,,0,,,29,49.6,52.6,39.1,,109,,DawsJa00
267,Marc Edwards,NWE,FB,28,16,10,0,0,0,0,0,31,96,3.10,0,32,23,196,8.52,0,1,,0,,,29,52.2,55.2,40.7,,78,,EdwaMa00
268,Darnay Scott,DAL,WR,30,15,1,0,0,0,0,0,1,14,14.00,0,35,22,218,9.91,1,0,,1,,,29,51.2,54.2,40.2,,108,,ScotDa00
269,Brian Westbrook,PHI,RB,23,15,3,1,1,25,1,0,46,193,4.20,0,13,9,86,9.56,0,2,2,0,,,29,37.9,42.9,33.4,,79,,WestBr00
270,Mike Cloud,KAN,RB,27,14,2,0,0,0,0,0,49,115,2.35,2,9,6,48,8.00,0,0,,2,,,28,34.3,37.3,31.3,,81,,ClouMi00
271,Troy Edwards,STL,WR,25,14,0,0,0,0,0,0,3,21,7.00,0,24,18,157,8.72,2,1,1,2,,,28,45.8,49.8,36.8,,110,,EdwaTr00
272,Nick Goings,CAR,RB,24,14,2,0,0,0,0,0,50,188,3.76,0,29,18,91,5.06,0,2,1,0,1,,28,45.9,49.9,36.9,,82,,GoinNi00
273,Doug Johnson,ATL,QB,25,6,1,37,57,448,2,3,8,16,2.00,1,0,0,0,,0,3,,1,,,28,27.5,33.5,30.5,,48,,JohnDo00
274,Boo Williams,NOR,TE,23,16,3,0,0,0,0,0,0,0,,0,31,13,143,11.00,2,0,,2,1,,28,41.3,44.3,34.8,,34,,WillBo00
